optionPOSName,optionDisplayName,optionDisplayDescription,optionId,pricePerUnit,priceLevelId,isActive,uniqueRetailerItemModifierId,uniqueId,optionDisplaySequence,version
Jalapeno Salsa,,,21,,1,Y,den_einstein_c_item_2_mod_1,den_einstein_c_item_2_mod_1_option_7,7,
Reduced Fat Plain,,,22,,1,Y,den_einstein_c_item_2_mod_1,den_einstein_c_item_2_mod_1_option_8,8,
Strawberry,,,23,,1,Y,den_einstein_c_item_2_mod_1,den_einstein_c_item_2_mod_1_option_9,9,
Avocado,,,24,170,1,Y,den_einstein_c_item_2_mod_1,den_einstein_c_item_2_mod_1_option_10,10,
Butter Blend,,,25,,1,Y,den_einstein_c_item_2_mod_1,den_einstein_c_item_2_mod_1_option_11,11,
Hummus,,,26,170,1,Y,den_einstein_c_item_2_mod_1,den_einstein_c_item_2_mod_1_option_12,12,
Natural PB,,,27,170,1,Y,den_einstein_c_item_2_mod_1,den_einstein_c_item_2_mod_1_option_13,13,
PB&J,,,28,219,1,Y,den_einstein_c_item_2_mod_1,den_einstein_c_item_2_mod_1_option_14,14,
Plain,,,29,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_1,1,
Onion & Chive,,,30,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_2,2,
Smoked Salmon,,,31,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_3,3,
Garden Veggie,,,32,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_4,4,
Garlic & Herb,,,33,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_5,5,
Honey Almond,,,34,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_6,6,
Jalapeno Salsa,,,35,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_7,7,
Reduced Fat Plain,,,36,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_8,8,
Strawberry,,,37,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_9,9,
Avocado,,,38,170,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_10,10,
Butter Blend,,,39,,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_11,11,
Hummus,,,40,170,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_12,12,
Natural PB,,,41,170,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_13,13,
PB&J,,,42,219,1,Y,den_einstein_c_item_3_mod_1,den_einstein_c_item_3_mod_1_option_14,14,
Plain,,,43,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_1,1,
Onion & Chive,,,44,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_2,2,
Smoked Salmon,,,45,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_3,3,
Garden Veggie,,,46,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_4,4,
Garlic & Herb,,,47,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_5,5,
Honey Almond,,,48,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_6,6,
Jalapeno Salsa,,,49,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_7,7,
Reduced Fat Plain,,,50,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_8,8,
Strawberry,,,51,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_9,9,
Avocado,,,52,170,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_10,10,
Butter Blend,,,53,,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_11,11,
Hummus,,,54,170,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_12,12,
Natural PB,,,55,170,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_13,13,
PB&J,,,56,219,1,Y,den_einstein_c_item_4_mod_1,den_einstein_c_item_4_mod_1_option_14,14,
Plain,,,57,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_1,1,
Onion & Chive,,,58,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_2,2,
Smoked Salmon,,,59,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_3,3,
Garden Veggie,,,60,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_4,4,
Garlic & Herb,,,61,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_5,5,
Honey Almond,,,62,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_6,6,
Jalapeno Salsa,,,63,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_7,7,
Reduced Fat Plain,,,64,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_8,8,
Strawberry,,,65,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_9,9,
Avocado,,,66,170,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_10,10,
Butter Blend,,,67,,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_11,11,
Hummus,,,68,170,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_12,12,
Natural PB,,,69,170,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_13,13,
PB&J,,,70,219,1,Y,den_einstein_c_item_5_mod_1,den_einstein_c_item_5_mod_1_option_14,14,
Plain,,,71,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_1,1,
Onion & Chive,,,72,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_2,2,
Smoked Salmon,,,73,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_3,3,
Garden Veggie,,,74,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_4,4,
Garlic & Herb,,,75,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_5,5,
Honey Almond,,,76,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_6,6,
Jalapeno Salsa,,,77,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_7,7,
Reduced Fat Plain,,,78,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_8,8,
Strawberry,,,79,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_9,9,
Avocado,,,80,170,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_10,10,
Butter Blend,,,81,,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_11,11,
Hummus,,,82,170,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_12,12,
Natural PB,,,83,170,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_13,13,
PB&J,,,84,219,1,Y,den_einstein_c_item_6_mod_1,den_einstein_c_item_6_mod_1_option_14,14,
Plain,,,85,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_1,1,
Onion & Chive,,,86,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_2,2,
Smoked Salmon,,,87,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_3,3,
Garden Veggie,,,88,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_4,4,
Garlic & Herb,,,89,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_5,5,
Honey Almond,,,90,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_6,6,
Jalapeno Salsa,,,91,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_7,7,
Reduced Fat Plain,,,92,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_8,8,
Strawberry,,,93,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_9,9,
Avocado,,,94,170,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_10,10,
Butter Blend,,,95,,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_11,11,
Hummus,,,96,170,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_12,12,
Natural PB,,,97,170,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_13,13,
PB&J,,,98,219,1,Y,den_einstein_c_item_7_mod_1,den_einstein_c_item_7_mod_1_option_14,14,
Plain,,,99,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_1,1,
Onion & Chive,,,100,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_2,2,
Smoked Salmon,,,101,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_3,3,
Garden Veggie,,,102,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_4,4,
Garlic & Herb,,,103,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_5,5,
Honey Almond,,,104,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_6,6,
Jalapeno Salsa,,,105,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_7,7,
Reduced Fat Plain,,,106,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_8,8,
Strawberry,,,107,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_9,9,
Avocado,,,108,170,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_10,10,
Butter Blend,,,109,,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_11,11,
Hummus,,,110,170,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_12,12,
Natural PB,,,111,170,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_13,13,
PB&J,,,112,219,1,Y,den_einstein_c_item_8_mod_1,den_einstein_c_item_8_mod_1_option_14,14,
Plain,,,113,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_1,1,
Onion & Chive,,,114,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_2,2,
Smoked Salmon,,,115,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_3,3,
Garden Veggie,,,116,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_4,4,
Garlic & Herb,,,117,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_5,5,
Honey Almond,,,118,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_6,6,
Jalapeno Salsa,,,119,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_7,7,
Reduced Fat Plain,,,120,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_8,8,
Strawberry,,,121,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_9,9,
Avocado,,,122,170,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_10,10,
Butter Blend,,,123,,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_11,11,
Hummus,,,124,170,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_12,12,
Natural PB,,,125,170,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_13,13,
PB&J,,,126,219,1,Y,den_einstein_c_item_9_mod_1,den_einstein_c_item_9_mod_1_option_14,14,
Plain,,,127,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_1,1,
Onion & Chive,,,128,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_2,2,
Smoked Salmon,,,129,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_3,3,
Garden Veggie,,,130,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_4,4,
Garlic & Herb,,,131,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_5,5,
Honey Almond,,,132,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_6,6,
Jalapeno Salsa,,,133,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_7,7,
Reduced Fat Plain,,,134,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_8,8,
Strawberry,,,135,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_9,9,
Avocado,,,136,170,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_10,10,
Butter Blend,,,137,,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_11,11,
Hummus,,,138,170,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_12,12,
Natural PB,,,139,170,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_13,13,
PB&J,,,140,219,1,Y,den_einstein_c_item_10_mod_1,den_einstein_c_item_10_mod_1_option_14,14,
Plain,,,141,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_1,1,
Onion & Chive,,,142,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_2,2,
Smoked Salmon,,,143,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_3,3,
Garden Veggie,,,144,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_4,4,
Garlic & Herb,,,145,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_5,5,
Honey Almond,,,146,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_6,6,
Jalapeno Salsa,,,147,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_7,7,
Reduced Fat Plain,,,148,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_8,8,
Strawberry,,,149,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_9,9,
Avocado,,,150,170,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_10,10,
Butter Blend,,,151,,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_11,11,
Hummus,,,152,170,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_12,12,
Natural PB,,,153,170,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_13,13,
PB&J,,,154,219,1,Y,den_einstein_c_item_11_mod_1,den_einstein_c_item_11_mod_1_option_14,14,
Asiago Bagel,,,155,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_1,1,
Blueberry Bagel,,,156,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_2,2,
Chocolate Chip Bagel,,,157,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_3,3,
Cinnamon Raisin Bagel,,,158,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_4,4,
Cinnamon Sugar Bagel,,,159,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_5,5,
Everything Bagel,,,160,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_6,6,
Honey Whole Wheat Bagel,,,161,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_7,7,
Plain Bagel,,,162,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_8,8,
Sesame Seed Bagel,,,163,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_9,9,
Cheesy Hash Brown Bagel,,,164,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_10,10,
Six Cheese,,,165,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_11,11,
Thintastic Bagel,,,166,,1,Y,den_einstein_c_item_12_mod_1,den_einstein_c_item_12_mod_1_option_12,12,
One Egg,,,167,,1,Y,den_einstein_c_item_12_mod_2,den_einstein_c_item_12_mod_2_option_1,1,
Two Eggs,,,168,76,1,Y,den_einstein_c_item_12_mod_2,den_einstein_c_item_12_mod_2_option_2,2,
Egg White Substitute,,,169,50,1,Y,den_einstein_c_item_12_mod_2,den_einstein_c_item_12_mod_2_option_3,3,
No Bacon,,,170,,1,Y,den_einstein_c_item_12_mod_3,den_einstein_c_item_12_mod_3_option_1,1,
No Cheese,,,171,,1,Y,den_einstein_c_item_12_mod_3,den_einstein_c_item_12_mod_3_option_2,2,
Asiago Bagel,,,172,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_1,1,
Blueberry Bagel,,,173,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_2,2,
Chocolate Chip Bagel,,,174,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_3,3,
Cinnamon Raisin Bagel,,,175,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_4,4,
Cinnamon Sugar Bagel,,,176,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_5,5,
Everything Bagel,,,177,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_6,6,
Honey Whole Wheat Bagel,,,178,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_7,7,
Plain Bagel,,,179,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_8,8,
Sesame Seed Bagel,,,180,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_9,9,
Cheesy Hash Brown Bagel,,,181,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_10,10,
Six Cheese,,,182,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_11,11,
Thintastic Bagel,,,183,,1,Y,den_einstein_c_item_13_mod_1,den_einstein_c_item_13_mod_1_option_12,12,
One Egg,,,184,,1,Y,den_einstein_c_item_13_mod_2,den_einstein_c_item_13_mod_2_option_1,1,
Two Eggs,,,185,76,1,Y,den_einstein_c_item_13_mod_2,den_einstein_c_item_13_mod_2_option_2,2,
Egg White Substitute,,,186,50,1,Y,den_einstein_c_item_13_mod_2,den_einstein_c_item_13_mod_2_option_3,3,
No Turkey Sausage,,,187,,1,Y,den_einstein_c_item_13_mod_3,den_einstein_c_item_13_mod_3_option_1,1,
No Cheese,,,188,,1,Y,den_einstein_c_item_13_mod_3,den_einstein_c_item_13_mod_3_option_2,2,
Asiago Bagel,,,189,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_1,1,
Blueberry Bagel,,,190,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_2,2,
Chocolate Chip Bagel,,,191,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_3,3,
Cinnamon Raisin Bagel,,,192,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_4,4,
Cinnamon Sugar Bagel,,,193,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_5,5,
Everything Bagel,,,194,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_6,6,
Honey Whole Wheat Bagel,,,195,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_7,7,
Plain Bagel,,,196,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_8,8,
Sesame Seed Bagel,,,197,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_9,9,
Cheesy Hash Brown Bagel,,,198,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_10,10,
Six Cheese,,,199,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_11,11,
Thintastic Bagel,,,200,,1,Y,den_einstein_c_item_14_mod_1,den_einstein_c_item_14_mod_1_option_12,12,
One Egg,,,201,,1,Y,den_einstein_c_item_14_mod_2,den_einstein_c_item_14_mod_2_option_1,1,
Two Eggs,,,202,76,1,Y,den_einstein_c_item_14_mod_2,den_einstein_c_item_14_mod_2_option_2,2,
Egg White Substitute,,,203,50,1,Y,den_einstein_c_item_14_mod_2,den_einstein_c_item_14_mod_2_option_3,3,
No Ham,,,204,,1,Y,den_einstein_c_item_14_mod_3,den_einstein_c_item_14_mod_3_option_1,1,
No Cheese,,,205,,1,Y,den_einstein_c_item_14_mod_3,den_einstein_c_item_14_mod_3_option_2,2,
Asiago Bagel,,,206,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_1,1,
Blueberry Bagel,,,207,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_2,2,
Chocolate Chip Bagel,,,208,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_3,3,
Cinnamon Raisin Bagel,,,209,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_4,4,
Cinnamon Sugar Bagel,,,210,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_5,5,
Everything Bagel,,,211,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_6,6,
Honey Whole Wheat Bagel,,,212,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_7,7,
Plain Bagel,,,213,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_8,8,
Sesame Seed Bagel,,,214,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_9,9,
Cheesy Hash Brown Bagel,,,215,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_10,10,
Six Cheese,,,216,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_11,11,
Thintastic Bagel,,,217,,1,Y,den_einstein_c_item_15_mod_1,den_einstein_c_item_15_mod_1_option_12,12,
One Egg,,,218,,1,Y,den_einstein_c_item_15_mod_2,den_einstein_c_item_15_mod_2_option_1,1,
Two Eggs,,,219,76,1,Y,den_einstein_c_item_15_mod_2,den_einstein_c_item_15_mod_2_option_2,2,
Egg White Substitute,,,220,50,1,Y,den_einstein_c_item_15_mod_2,den_einstein_c_item_15_mod_2_option_3,3,
No Cheese,,,221,,1,Y,den_einstein_c_item_15_mod_3,den_einstein_c_item_15_mod_3_option_1,1,
Asiago Bagel,,,222,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_1,1,
Blueberry Bagel,,,223,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_2,2,
Chocolate Chip Bagel,,,224,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_3,3,
Cinnamon Raisin Bagel,,,225,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_4,4,
Cinnamon Sugar Bagel,,,226,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_5,5,
Everything Bagel,,,227,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_6,6,
Honey Whole Wheat Bagel,,,228,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_7,7,
Plain Bagel,,,229,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_8,8,
Sesame Seed Bagel,,,230,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_9,9,
Cheesy Hash Brown Bagel,,,231,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_10,10,
Six Cheese,,,232,,1,Y,den_einstein_c_item_16_mod_1,den_einstein_c_item_16_mod_1_option_11,11,
