itemCategoryName,itemSecondCategoryName,itemThirdCategoryName,itemPOSName,itemDisplayName,itemDisplayDescription,itemId,itemPrice,priceLevelId,isActive,uniqueRetailerId,uniqueId,itemImageURL,itemTags,itemDisplaySequence,taxCategory,allowedThruSecurity,version
Signature Drinks,,,Caramel High Rise,Caramel High Rise,"Whip, caramel sauce. Served hot, iced or blended.",38,560,99,Y,unique_retailer_id,den_einstein_c_item_38,,drink,1,,N,
Signature Drinks,,,Vanilla White Mocha,Vanilla White Mocha,"Whip, chocolate chips. Served hot, iced or blended.",39,560,99,Y,unique_retailer_id,den_einstein_c_item_39,,drink,2,,N,
Classic Drinks,,,Mocha,Mocha,Hot or iced,40,490,99,Y,unique_retailer_id,den_einstein_c_item_40,,drink,1,,N,
Classic Drinks,,,Latte,Latte,Hot or iced,41,439,99,Y,unique_retailer_id,den_einstein_c_item_41,,drink,2,,N,
Classic Drinks,,,Cappuccino,Cappuccino,Hot or iced,42,439,99,Y,unique_retailer_id,den_einstein_c_item_42,,drink,3,,N,
Classic Drinks,,,Chai Tea Latte,Chai Tea Latte,Hot or iced,43,440,99,Y,unique_retailer_id,den_einstein_c_item_43,,drink,4,,N,
Classic Drinks,,,Hot Chocolate,Hot Chocolate,,44,395,99,Y,unique_retailer_id,den_einstein_c_item_44,,drink,5,,N,
Caribou Coffee,,,Cold Press,Cold Press,"Classic, Caramel, Vanilla, Vanilla Hazelnut",45,339,99,Y,unique_retailer_id,den_einstein_c_item_45,,drink,1,,N,
Caribou Coffee,,,Coffee of the Day,Coffee of the Day,,46,250,99,Y,unique_retailer_id,den_einstein_c_item_46,,drink,2,,N,
Blended Drinks,,,Caribou Coolers,Caribou Coolers,"Coffee-Ice-Flavor-Whip. Assorted flavors such as real vanilla, chocolate or caramel",47,560,99,Y,unique_retailer_id,den_einstein_c_item_47,,drink,1,,N,
Blended Drinks,,,Smoothies,Smoothies,Strawberry banana or mango orange key lime pie,48,560,99,Y,unique_retailer_id,den_einstein_c_item_48,,drink,2,,N,
Tea,,,Iced Tea,Iced Tea,,49,260,99,Y,unique_retailer_id,den_einstein_c_item_49,,drink,1,,N,
Tea,,,Hot Tea,Hot Tea,,50,250,99,Y,unique_retailer_id,den_einstein_c_item_50,,drink,2,,N,
