itemCategoryName,itemSecondCategoryName,itemThirdCategoryName,itemPOSName,itemDisplayName,itemDisplayDescription,itemId,itemPrice,priceLevelId,isActive,uniqueRetailerId,uniqueId,itemImageURL,itemTags,itemDisplaySequence,taxCategory,allowedThruSecurity,version
Breakfast,,,Standard Breakfast,Standard Breakfast,Two Scrambled Eggs and a Croissant. Choice of bacon or soyrizo,13,1100,99,N,unique_retailer_id,den_rootdown_c_item_13,,breakfast,6,,Y,
Breakfast,,,Buttermilk Pancakes,Buttermilk Pancakes,Muesli Granola & Strawberry Jam,14,1300,99,N,unique_retailer_id,den_rootdown_c_item_14,,breakfast,7,,Y,
Entrees,,,Beef Burger,Beef Burger,"Tender Belly Bacon, Aged Cheddar, Sriracha, Mayo, Pretzel Bun & Sweet Potato Fries",15,1600,99,N,unique_retailer_id,den_rootdown_c_item_15,,burger,1,,Y,
Entrees,,,Veggie Burger,Veggie Burger,"Superfood Slaw, Jalapeno Jam, Avocado Mash, Pretzel Bun & Sweet Potato Fries",16,1500,99,N,unique_retailer_id,den_rootdown_c_item_16,,burger,2,,Y,
Entrees,,,Banh Mi Turkey Burger,Banh Mi Turkey Burger,"Sambal Cream Cheese, Jalapeno, Pickled Carrot, Cucumber, Thai Herbs, Sriracha Mayo & Sweet Potato Fries",17,1500,99,N,unique_retailer_id,den_rootdown_c_item_17,,burger,3,,Y,
Entrees,,,Chile Crunch Duck Wings,Chile Crunch Duck Wings,"Maple Leaf Duck, Scallions & Super-Seed Mix",18,1700,99,N,unique_retailer_id,den_rootdown_c_item_18,,entree,4,,Y,
Entrees,,,Smoked Turkey Club,Smoked Turkey Club,"Local Croissant, Swiss, Avocado Mash, Beefsteak Tomato, Tender Belly Bacon, Sriracha Mayo & Sweet Potato Fries",19,1500,99,N,unique_retailer_id,den_rootdown_c_item_19,,sandwich,5,,Y,
Entrees,,,Colorado Lamb Sliders,Colorado Lamb Sliders,"Bacon, Tillamook Cheddar, Mint-Garlic Slaw, Harissa Aioli & Sweet Potato Fries",20,1850,99,N,unique_retailer_id,den_rootdown_c_item_20,,entree,6,,Y,
Entrees,,,Colombian Griddled Cheese,Colombian Griddled Cheese,"Corn Cake, Mozzarella, Smoked Gouda, Poblano Pistachio Pesto, Achiote Crema & Tomato Pico de Gallo",21,1500,99,N,unique_retailer_id,den_rootdown_c_item_21,,entree,7,,Y,
Grab and Go,,,Roasted Beet Salad,Roasted Beet Salad,"Arugula, Radish, Toasted Hazelnuts, Beet-Sunflower Pesto & Basil Viniagrette",22,1525,99,Y,unique_retailer_id,den_rootdown_c_item_22,,salad,1,,Y,
Grab and Go,,,Cobb Salad,Cobb Salad,"Tender Belly Bacon, Pickled Beet, Egg, Avocado, Dates, Tomato, Point Reyes Blue Cheese, Superseed Mix & Chipotle-Goddess Dressing",23,1500,99,Y,unique_retailer_id,den_rootdown_c_item_23,,salad,2,,Y,
Grab and Go,,,Smoked Turkey Club,Smoked Turkey Club,"Local Croissant, Swiss, Avocado Mash, Beefsteak Tomato, Tender Belly Bacon, Sriracha Mayo & Sweet Potato Fries",24,1000,99,Y,unique_retailer_id,den_rootdown_c_item_24,,sandwich,3,,Y,
Grab and Go,,,Tofu Banh Mi Sandwich,Tofu Banh Mi Sandwich,,25,1000,99,Y,unique_retailer_id,den_rootdown_c_item_25,,sandwich,4,,Y,
Grab and Go,,,Fruit and Yogurt Bento Box,Fruit and Yogurt Bento Box,,26,900,99,Y,unique_retailer_id,den_rootdown_c_item_26,,grab and go,5,,Y,
Grab and Go,,,Hummus Bento Box,Hummus Bento Box,,27,900,99,Y,unique_retailer_id,den_rootdown_c_item_27,,grab and go,6,,N,
Grab and Go,,,Vukoo Protein Bar,Vukoo Protein Bar,,28,600,99,Y,unique_retailer_id,den_rootdown_c_item_28,,grab and go,7,,Y,
Grab and Go,,,Greek Yogurt Parfait,Greek Yogurt Parfait,,29,600,99,Y,unique_retailer_id,den_rootdown_c_item_29,,grab and go,8,,N,
Grab and Go,,,Noosa Yoghurt,Noosa Yoghurt,,30,400,99,Y,unique_retailer_id,den_rootdown_c_item_30,,grab and go,9,,N,
Grab and Go,,,Boulder Chips,Boulder Chips,,31,250,99,Y,unique_retailer_id,den_rootdown_c_item_31,,grab and go,10,,Y,
Grab and Go,,,Justin's Nut Butter,Justin's Nut Butter,,32,250,99,Y,unique_retailer_id,den_rootdown_c_item_32,,grab and go,11,,Y,
Drinks,,,Health-Aide Kombucha,Health-Aide Kombucha,,33,600,99,Y,unique_retailer_id,den_rootdown_c_item_33,,drink,1,,N,
Drinks,,,Guayaki Yerba Mate,Guayaki Yerba Mate,,34,450,99,Y,unique_retailer_id,den_rootdown_c_item_34,,drink,2,,N,
Drinks,,,Coconut Water,Coconut Water,,35,750,99,Y,unique_retailer_id,den_rootdown_c_item_35,,drink,3,,N,
Drinks,,,Mexican Coke,Mexican Coke,,36,300,99,Y,unique_retailer_id,den_rootdown_c_item_36,,drink,4,,N,
Drinks,,,Orange Juice,Orange Juice,,37,300,99,Y,unique_retailer_id,den_rootdown_c_item_37,,drink,5,,N,
Drinks,,,Organic Horizon Milk,Organic Horizon Milk,,38,300,99,Y,unique_retailer_id,den_rootdown_c_item_38,,drink,6,,N,
Drinks,,,Coffee,Coffee,,39,300,99,Y,unique_retailer_id,den_rootdown_c_item_39,,drink,7,,N,
Drinks,,,Bhakti Chai,Bhakti Chai,,40,450,99,Y,unique_retailer_id,den_rootdown_c_item_40,,drink,8,,N,
Drinks,,,Aluminum Bottled Water,Aluminum Bottled Water,,41,400,99,Y,unique_retailer_id,den_rootdown_c_item_41,,drink,9,,N,
Drinks,,,Root Down Water in a Bag,Root Down Water in a Bag,,42,375,99,Y,unique_retailer_id,den_rootdown_c_item_42,,drink,10,,N,
Drinks,,,Sparkling Water,Sparkling Water,,43,450,99,Y,unique_retailer_id,den_rootdown_c_item_43,,drink,11,,N,
Drinks,,,Teatulia Hot Tea,Teatulia Hot Tea,,44,300,99,Y,unique_retailer_id,den_rootdown_c_item_44,,drink,12,,N,
Drinks,,,Teakoe Tea,Teakoe Tea,,45,400,99,Y,unique_retailer_id,den_rootdown_c_item_45,,drink,13,,N,
Drinks,,,Sportea Iced Tea,Sportea Iced Tea,,46,400,99,Y,unique_retailer_id,den_rootdown_c_item_46,,drink,14,,N,
