airportIataCode,terminal,terminalDisplayName,concourse,concourseDisplayName,gate,locationDisplayName,gateDisplayName,displaySequence,geoPointLocation,isDefaultLocation,includeInGateMap,gpsRangeInMeters,isPresecurityLocation,requiresDeliveryInstructions,deliveryLimitedToPerHourOffset
DEN,B,Concourse B,,,22,B22,Gate B22,11,"39.85848095129219, -104.67820077893019",N,Y,50,N,N,0
DEN,B,Concourse B,,,24,B24,Gate B24,12,"39.85847888520221, -104.67732065156952",N,Y,50,N,N,0
DEN,B,Concourse B,,,26,B26,Gate B26,13,"39.858483017385396, -104.67696402504974",N,Y,50,N,N,0
DEN,B,Concourse B,,,27,B27,Gate B27,14,"39.859017190585625, -104.6766201318876",N,Y,50,N,N,0
DEN,B,Concourse B,,,28,B28,Gate B28,15,"39.858474413553495, -104.67632551333962",N,Y,50,N,N,0
DEN,B,Concourse B,,,31,B31,Gate B31,16,"39.8589994211677, -104.67553846091327",N,Y,50,N,N,0
DEN,B,Concourse B,,,32,B32,Gate B32,17,"39.858323405387495, -104.6756672645025",N,Y,50,N,N,0
DEN,B,Concourse B,,,33,B33,Gate B33,18,"39.85899964011035, -104.67515588901617",N,Y,50,N,N,0
DEN,B,Concourse B,,,35,B35,Gate B35,19,"39.85898257093054, -104.67475373091077",N,Y,50,N,N,0
DEN,B,Concourse B,,,36,B36,Gate B36,20,"39.85830803312221, -104.67485839959853",N,Y,50,N,N,0
DEN,B,Concourse B,,,37,B37,Gate B37,21,"39.85898890753093, -104.67439349168725",N,Y,50,N,N,0
DEN,B,Concourse B,,,-3,B-Center Core,Center Core,1,"39.85875193953673, -104.67370995648507",N,Y,50,N,Y,0
DEN,B,Concourse B,,,-5,B-United Elevator,United Elevator,80,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-6,B-UA Flight Ops,UA Flight Ops,71,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-7,B-UA Pilot Lounge,UA Pilot Lounge,75,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-8,B-UA Quality Office,UA Quality Office,76,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-9,B-UA Finance Office,UA Finance Office,70,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-10,B-UA Support Center,UA Support Center,79,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-11,B-UA Station Ops,UA Station Ops,77,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-12,B-UA STC Offices,UA STC Offices,78,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-13,B-UA HR Office,UA HR Office,72,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-14,B-UA Inflight Services,UA Inflight Services,73,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-15,B-UA IS Lounge,UA IS Lounge,74,39.858266656925; -104.67373575167771,N,Y,50,N,Y,0
DEN,B,Concourse B,,,-16,B-Elevator,Elevator,83,39.858266656925; -104.67373575167771,N,N,50,N,Y,0
DEN,B,Concourse B,,,-2,B-Train Platform,Train Platform,69,39.86499635145983; -104.69818487381832,N,Y,50,N,N,0
DEN,B,Concourse B,,,38,B38,Gate B38,22,"39.858262145242435, -104.67299864281992",N,Y,50,N,N,0
DEN,B,Concourse B,,,39,B39,Gate B39,23,"39.85896850751715, -104.67259399358026",N,Y,50,N,N,0
DEN,B,Concourse B,,,41,B41,Gate B41,24,"39.85898792117627, -104.67223214376833",N,Y,50,N,N,0
DEN,B,Concourse B,,,42,B42,Gate B42,25,"39.85819729946623, -104.67217326388659",N,Y,50,N,N,0
DEN,B,Concourse B,,,43,B43,Gate B43,26,"39.858964736609636, -104.67171525009066",N,Y,50,N,N,0
DEN,B,Concourse B,,,44,B44,Gate B44,27,"39.85844870223521, -104.6717103252113",N,Y,50,N,N,0
DEN,B,Concourse B,,,45,B45,Gate B45,28,"39.858968517069854, -104.67113903918509",N,Y,50,N,N,0
DEN,B,Concourse B,,,46,B46,Gate B46,29,"39.8584411412661, -104.67085708984075",N,Y,50,N,N,0
DEN,B,Concourse B,,,47,B47,Gate B47,30,"39.85896794830602, -104.67057157820568",N,Y,50,N,N,0
DEN,B,Concourse B,,,48,B48,Gate B48,31,"39.85842952837902, -104.67046989471383",N,Y,50,N,N,0
DEN,B,Concourse B,,,49,B49,Gate B49,32,"39.85896694060271, -104.6702458642478",N,Y,50,N,N,0
DEN,B,Concourse B,,,50,B50,Gate B50,33,"39.85843079288477, -104.67003665931475",N,Y,50,N,N,0
DEN,B,Concourse B,,,51,B51,Gate B51,34,"39.858955560153646, -104.66980933428304",N,Y,50,N,N,0
DEN,B,Concourse B,,,52,B52,Gate B52,35,"39.85842510261525, -104.66983898537411",N,Y,50,N,N,0
DEN,B,Concourse B,,,53,B53,Gate B53,36,"39.858952547548974, -104.6692569204783",N,Y,50,N,N,0
DEN,B,Concourse B,,,54,B54,Gate B54,37,"39.85842423729115, -104.66923947219513",N,Y,50,N,N,0
DEN,B,Concourse B,,,55,B55,Gate B55,38,"39.85895701212536, -104.66903009279714",N,Y,50,N,N,0
DEN,B,Concourse B,,,56,B56,Gate B56,39,"39.858428701901914, -104.66892152570188",N,Y,50,N,N,0
DEN,B,Concourse B,,,57,B57,Gate B57,40,"39.85897040585406, -104.66857837611742",N,Y,50,N,N,0
DEN,B,Concourse B,,,58,B58,Gate B58,41,"39.85842572549602, -104.66843491245582",N,Y,50,N,N,0
DEN,B,Concourse B,,,59,B59,Gate B59,42,"39.85895218230351, -104.6682144001602",N,Y,50,N,N,0
DEN,B,Concourse B,,,60,B60,Gate B60,43,"39.8584138858803, -104.66805235332953",N,Y,50,N,N,0
DEN,B,Concourse B,,,61,B Jobsite,B Jobsite,84,"39.858617536351, -104.66749451069373",N,Y,50,N,N,60
DEN,B,Concourse B,,,63,B63,Gate B63,44,39.85886271197714; -104.66938064220155,N,N,50,N,N,0
DEN,B,Concourse B,,,65,B65,Gate B65,45,39.85886271197714; -104.66938064220155,N,N,50,N,N,0
DEN,B,Concourse B,,,67,B67,Gate B67,46,39.85886271197714; -104.66938064220155,N,N,50,N,N,0
DEN,B,Concourse B,,,69,B69,Gate B69,47,39.85886271197714; -104.66938064220155,N,N,50,N,N,0
DEN,B,Concourse B,,,71,B71,Gate B71,48,39.85886271197714; -104.66938064220155,N,N,50,N,N,0
DEN,B,Concourse B,,,73,B73,Gate B73,49,39.85886271197714; -104.66938064220155,N,N,50,N,N,0
DEN,B,Concourse B,,,75,B75,Gate B75,50,39.85886271197714; -104.66938064220155,N,N,50,N,N,0
DEN,B,Concourse B,,,77,B77,Gate B77,51,39.85886271197714; -104.66938064220155,N,N,50,N,N,0
DEN,B,Concourse B,,,79,B79,Gate B79,52,39.85886271197714; -104.66938064220155,N,N,50,N,N,0
DEN,B,Concourse B,,,80,B80,Gate B80,53,39.85783680714022; -104.66729672445216,N,N,50,N,N,0
DEN,B,Concourse B,,,81,B81,Gate B81,54,"39.85792335402013, -104.66705585604083",N,Y,50,N,N,0
DEN,B,Concourse B,,,82,B82,Gate B82,55,"39.857884569801705, -104.66669870210951",N,Y,50,N,N,0
DEN,B,Concourse B,,,83,B83,Gate B83,56,"39.85781101346813, -104.66668824881751",N,Y,50,N,N,0
DEN,B,Concourse B,,,84,B84,Gate B84,57,"39.857913992312, -104.66652796510665",N,Y,50,N,N,0
DEN,B,Concourse B,,,85,B85,Gate B85,58,"39.85788323241378, -104.6664722142507",N,Y,50,N,N,0
DEN,B,Concourse B,,,86,B86,Gate B86,59,"39.85780031435861, -104.66630496168285",N,Y,50,N,N,0
DEN,B,Concourse B,,,87,B87,Gate B87,60,"39.85791532969858, -104.6660540828311",N,Y,50,N,N,0
DEN,B,Concourse B,,,88,B88,Gate B88,61,"39.85779229002538, -104.66591122126272",N,Y,50,N,N,0
DEN,B,Concourse B,,,89,B89,Gate B89,62,"39.85791265492542, -104.665878119192",N,Y,50,N,N,0
DEN,B,Concourse B,,,90,B90,Gate B90,63,"39.85786718376576, -104.66600704304639",N,Y,50,N,N,0
DEN,B,Concourse B,,,91,B91,Gate B91,64,"39.857905967992046, -104.66589205690599",N,Y,50,N,N,0
DEN,B,Concourse B,,,92,B92,Gate B92,65,"39.85791265492542, -104.66574919533763",N,Y,50,N,N,0
DEN,B,Concourse B,,,93,B93,Gate B93,66,"39.85781636302228, -104.66581888390755",N,Y,50,N,N,0
DEN,B,Concourse B,,,94,B94,Gate B94,67,"39.85779095263641, -104.66600878526063",N,Y,50,N,N,0
DEN,B,Concourse B,,,95,B95,Gate B95,68,"39.85779763958098, -104.66609241154455",N,Y,50,N,N,0
DEN,C,Concourse C,,,23,C23,Gate C23,1,"39.86319402647415, -104.67788284748084",N,Y,50,N,N,0
DEN,C,Concourse C,,,24,C24,Gate C24,2,"39.862902369798626, -104.67805003416787",N,Y,50,N,N,0
DEN,C,Concourse C,,,25,C25,Gate C25,3,"39.86323291393722, -104.677761257163",N,Y,50,N,N,0
DEN,C,Concourse C,,,26,C26,Gate C26,4,"39.86290042541662, -104.67748261268459",N,Y,50,N,N,0
DEN,C,Concourse C,,,27,C27,Gate C27,5,"39.86324846891628, -104.67727742902323",N,Y,50,N,N,0
DEN,C,Concourse C,,,28,C28,Gate C28,6,"39.862904314179744, -104.67671254065431",N,Y,50,N,N,0
DEN,C,Concourse C,,,29,C29,Gate C29,7,"39.86325819077557, -104.67665427862703",N,Y,50,N,N,0
DEN,C,Concourse C,,,30,C30,Gate C30,8,"39.862860565572724, -104.67634017030592",N,Y,50,N,N,0
DEN,C,Concourse C,,,31,C31,Gate C31,9,"39.86329902257304, -104.67629964019997",N,Y,50,N,N,0
DEN,C,Concourse C,,,32,C32,Gate C32,10,"39.86287952455186, -104.67568056637226",N,Y,50,N,N,0
DEN,C,Concourse C,,,33,C33,Gate C33,11,"39.86327590374674, -104.675532563233",N,Y,50,N,N,0
DEN,C,Concourse C,,,34,C34,Gate C34,12,"39.862857297613346, -104.67543764817628",N,Y,50,N,N,0
DEN,C,Concourse C,,,35,C35,Gate C35,13,"39.86327096445677, -104.6750965974496",N,Y,50,N,N,0
DEN,C,Concourse C,,,36,C36,Gate C36,14,"39.86286594142418, -104.67495824668899",N,Y,50,N,N,0
DEN,C,Concourse C,,,37,C37,Gate C37,15,"39.86329195643903, -104.67465580549137",N,Y,50,N,N,0
DEN,C,Concourse C,,,38,C38,Gate C38,16,"39.86284741897116, -104.67454319439314",N,Y,50,N,N,0
DEN,C,Concourse C,,,39,C39,Gate C39,17,"39.86330060019592, -104.6744884975806",N,Y,50,N,N,0
DEN,C,Concourse C,,,-1,C-Train Platform,Train Platform,31,"39.86295978843794, -104.67366000173828",N,Y,50,N,N,0
DEN,C,Concourse C,,,-2,C- Mezzanine,C- Mezzanine,30,"39.86303634774824, -104.67344121448893",N,Y,50,N,N,0
DEN,C,Concourse C,,,-3,C-Center Core,Center Core,32,"39.86310426319375, -104.673686545774",N,Y,50,N,Y,0
DEN,C,Concourse C,,,40,C40,Gate C40,18,"39.86283880042812, -104.67293204773752",N,Y,50,N,N,0
DEN,C,Concourse C,,,41,C41,Gate C41,19,"39.86328750476307, -104.672914938335",N,Y,50,N,N,0
DEN,C,Concourse C,,,42,C42,Gate C42,20,"39.862821289955576, -104.67274669587698",N,Y,50,N,N,0
DEN,C,Concourse C,,,43,C43,Gate C43,21,"39.86327437199493, -104.67244157819886",N,Y,50,N,N,0
DEN,C,Concourse C,,,44,C44,Gate C44,22,"39.86283004519243, -104.67227333574081",N,Y,50,N,N,0
DEN,C,Concourse C,,,45,C45,Gate C45,23,"39.8633004834646, -104.67216290250187",N,Y,50,N,N,0
DEN,C,Concourse C,,,46,C46,Gate C46,24,"39.86285639844349, -104.67182438724558",N,Y,50,N,N,0
DEN,C,Concourse C,,,47,C47,Gate C47,25,"39.86324694145131, -104.67176078740957",N,Y,50,N,N,0
DEN,C,Concourse C,,,48,C48,Gate C48,26,"39.862839075920036, -104.6711124793917",N,Y,50,N,N,0
DEN,C,Concourse C,,,49,C49,Gate C49,27,"39.86324851621716, -104.6711288922526",N,Y,50,N,N,0
DEN,C,Concourse C,,,50,C50,Gate C50,28,"39.86283277681945, -104.67101400222623",N,Y,50,N,N,0
DEN,C,Concourse C,,,51,C51,Gate C51,29,"39.863185525561256, -104.67099348615008",N,Y,50,N,N,0
DEN,Term,Terminal,,,-1,Terminal-A.O.B. Lobby,A.O.B. Lobby,3,39.851968; -104.674137,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-2,Terminal-A.O.B. 9th Fl Breakroom,A.O.B. 9th Fl Breakroom,1,39.851995; -104.674470,N,N,50,Y,N,0
DEN,Term,Terminal,,,-3,Terminal-AOB L4 E/W Hallway,AOB L4 E/W Hallway,10,39.851917; -104.673800,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-4,Terminal-A.O.B. Loading Dock,A.O.B. Loading Dock,2,39.852036; -104.674641,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-5,Terminal-L1: Door 111,L1: Door 111,35,39.849175; -104.673435,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-6,Terminal-TSA Bridge Breakroom,TSA Bridge Breakroom,48,39.84815978452311; -104.67237853860344,N,Y,50,N,N,0
DEN,Term,Terminal,,,-7,T.West-L6-JBU Tix Counter,JBU Tix Counter,34,39.848159790021626; -104.67237854003449,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-8,T.West-L6-Lufthansa Tix Counter,Lufthansa Tix Counter,36,39.848159790021626; -104.67237854003449,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-9,T.West-L6-Air Canada Tix Counter,Air Canada Tix Counter,4,39.848159790021626; -104.67237854003449,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-10,T.West-L6-Swiss Tix Counter,Swiss Tix Counter,45,39.848159790021626; -104.67237854003449,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-11,T.West-L6-Cayman Tix Counter,Cayman Tix Counter,19,39.848159790021626; -104.67237854003449,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-12,T.West-L6-Copa Tix Counter,Copa Tix Counter,22,39.84815979003951; -104.67237854003915,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-13,T.West-L6-IcelandAir Tix Counter,IcelandAir Tix Counter,32,39.84815979003951; -104.67237854003915,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-14,T.West-L6-Allegiant Tix Counter,Allegiant Tix Counter,7,39.84815979003951; -104.67237854003915,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-15,T.West-L6-Sun Country Tix Counter,Sun Country Tix Counter,42,39.84815979003951; -104.67237854003915,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-16,T.West-L6-Volaris Tix Counter,Volaris Tix Counter,60,39.848159790039134; -104.67237854003905,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-17,T.West-L6-American Tix Counter,American Tix Counter,9,39.84815979003905; -104.67237854003903,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-18,T.West-L6-United Tix Counter,United Tix Counter,58,39.84815979003905; -104.67237854003903,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-19,T.West-L6-Alaska Tix Counter,Alaska Tix Counter,6,39.8487244402625; -104.67242559422431,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-20,T.East-L6-SW Tix Counter,SW Tix Counter,44,39.8487244402625; -104.67242559422431,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-21,T.East-L6-Delta Tix Counter,Delta Tix Counter,24,39.84889603642343; -104.67244051611286,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-22,T.East-L6-Spirit Tix Counter,Spirit Tix Counter,41,39.8488946747358; -104.67244018144757,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-23,T.East-L6-Den Air Con Tix Counter,Den Air Con Tix Counter,25,39.8488946747358; -104.67244018144757,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-24,T.East-L6-Boutique Tix Counter,Boutique Tix Counter,17,39.8488946747358; -104.67244018144757,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-25,T.East-L6-Frontier Tix Counter,Frontier Tix Counter,28,39.8488946747358; -104.67244018144757,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-26,T.East-L5-Intl Arrivals Lobby,Intl Arrivals Lobby,33,"39.85081334648471, -104.67383289561009",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-27,T.East-L5-US CBP,US CBP,59,"39.850823934939555, -104.67358857734325",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-28,T.East-L5-Global Entry,Global Entry,29,39.84889221191274; -104.67243957519496,N,Y,50,Y,N,0
DEN,Term,Terminal,,,-29,T.East-L5-Delta Bag Service Office,Delta Bag Service Office,23,"39.85051630195361, -104.6734837277982",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-30,T.East-L5-Spirit Bag Service Office,Spirit Bag Service Office,40,"39.85042234948347, -104.67343763713365",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-31,T.East-L5-Frontier Bag Service Center,Frontier Bag Service Center,27,"39.85005874000474, -104.67349962113116",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-32,T.East-L5-Alaska Bag Service,Alaska Bag Service,5,"39.849210717122915, -104.67344081580018",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-33,T.East-L5-SW Bag Service,SW Bag Service,43,"39.84875239602142, -104.67346203857473",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-34,T.East-L5-TSA Precheck Enrollment Center,TSA Precheck Enrollment Center,51,"39.848709725444905, -104.6735852641776",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-35,T.East-L5-Clear Breakroom,Clear Breakroom,21,"39.84856185461718, -104.67352800312071",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-36,T.West-L5-United Bag Booth,United Bag Booth,54,"39.84833272080825, -104.67439559490646",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-37,T.West-L5-United Bag Service,United Bag Service,55,"39.8489217158378, -104.67436690632637",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-38,T.West-L5-United Bag Service Office,United Bag Service Office,57,"39.84907516959872, -104.67436515300764",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-39,T.West-L5-United Bag Service,United Bag Service,56,"39.849585147955814, -104.67434213143403",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-40,T.West-L5-American Bag Service,American Bag Service,8,"39.85007432242863, -104.67434028455658",N,Y,50,Y,N,0
DEN,Term,Terminal,,,-41,Terminal-TSA N Breakroom,TSA N Breakroom,49,"39.84999917411767, -104.67396352150747",N,Y,50,N,N,0
DEN,Term,Terminal,,,-42,Terminal-TSA S Breakroom,TSA S Breakroom,52,"39.84879869821828, -104.67386363479089",N,Y,50,N,N,0
DEN,Term,Terminal,,,-43,Terminal-Arrivals Meet/Greet,Arrivals Meet/Greet ,11,"39.84931664694203, -104.67392147161166",N,Y,50,N,N,0
DEN,Term,Terminal,,,-44,Terminal-Canvas CU,Canvas CU,18,"39.84888977978336, -104.6742356484635",N,Y,50,N,N,0
DEN,Term,Terminal,,,-45,Terminal-Hotel Plaza,Hotel Plaza,31,"39.84807540763219, -104.6739478378002",N,Y,50,N,N,0
DEN,Term,Terminal,,,-46,Terminal-Transit Center,Transit Center,47,"39.84759614931585, -104.67356003785346",N,Y,50,N,N,0
DEN,Term,Terminal,,,-47,Terminal-RTD Transit Booth,RTD Transit Booth,39,"39.847480115717204, -104.67388690946572",N,Y,50,N,N,0
